review_id,booking_id,customer_id,hotel_id,room_id,overall_rating,cleanliness_rating,staff_service_rating,comfort_rating,location_rating,value_rating,review_text,review_date,review_timestamp,platform,booking_status_at_review,helpfulness_score,helpful_votes,unhelpful_votes,total_votes,helpfulness_level,has_response,response_date,response_text,response_by,sentiment,review_length,verification_status,trip_type,created_at,updated_at
1e45f0e0-5df5-4267-a743-30d38ae931ed,2ab3f0cf-3991-4218-91d1-a29bfb71bd2b,C0001000759,8ec63e15-9beb-4b53-bef8-eabde12f3b69,84260533-93de-408a-a9f1-a84730950509,1.0,1,1,1,1,1,The room wasn't properly cleaned before our arrival. Location was inconvenient and noisy. Poor value compared to alternatives. Would not recommend based on our experience.,2019-02-18,2019-02-18 00:00:00,TripAdvisor,CANCELLED,0.13,6,42,48,not_helpful,False,,,,negative,171,Verified,Leisure,2019-02-18 00:00:00,2019-02-18 00:59:00
114fb3bd-8a79-48b8-ab0a-8ee17fd60a05,a6f2e3c7-6872-4941-acc7-2531a46dbb54,C0001003193,1f052317-a69e-443c-970a-d0ce7fdfee16,73f0d9d0-7728-46e7-a516-0c4974bdd285,3.5,4,3,3,4,4,Service was adequate but nothing exceptional. Impeccably clean with attention to every detail. Might consider returning if improvements are made.,2019-11-26,2019-11-26 00:00:00,Hotel Website,CHECKED_OUT,0.7,21,9,30,helpful,False,,,,positive,145,Verified,Business,2019-11-26 00:00:00,2019-11-26 00:37:00
5cab55f8-ef70-4263-b874-f3f09aaa92bd,4155c496-2d02-4fb1-9e94-234945f33773,C0001003877,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,bd82b1dc-ff77-4f22-ad4f-f15af0207846,5.0,5,5,5,5,5,Perfect base for exploring the city. One of the cleanest hotels I've ever stayed at. We will definitely be returning! Would recommend to friends and family.,2019-08-17,2019-08-17 00:00:00,Other,CHECKED_OUT,0.52,24,23,47,somewhat_helpful,False,,,,positive,156,Verified,Leisure,2019-08-17 00:00:00,2019-08-17 00:06:00
c5261dbd-2cec-4e7f-94f5-bd06022bf855,468d92de-768b-495e-a5d8-fbd544677431,C0001002032,5a9e196b-0b2e-4885-b4a5-6e0ca34a447f,cb9fcedc-f2fc-4d9d-bad2-3794dd7a3ac2,2.0,1,1,2,1,1,Definitely not worth the price we paid. Housekeeping missed several spots during cleaning. Would not recommend based on our experience.,2019-02-26,2019-02-26 00:00:00,Booking.com,CHECKED_OUT,0.7,8,4,12,helpful,False,,,,neutral,135,Verified,Family,2019-02-26 00:00:00,2019-02-26 00:48:00
5fcbdf88-ed1c-4ec3-a2fa-db65a9e4b999,3fe8708a-5305-4fb4-b2af-e012d259f27c,C0001000067,1f052317-a69e-443c-970a-d0ce7fdfee16,5755fcc5-3241-44ca-9d6b-f8e7a127e4ae,3.5,4,4,4,4,4,The bed was incredibly comfortable and we slept great. The room was spotless and very well maintained. The amenities and service made it a great value. Might consider returning if improvements are made.,2019-10-11,2019-10-11 00:00:00,Hotel Website,CHECKED_OUT,0.84,5,2,7,helpful,False,,,,positive,202,Verified,Family,2019-10-11 00:00:00,2019-10-11 00:06:00
0e9784a5-e9ce-4986-bc0b-ea4adc8d3d5b,17c4f5b3-cf40-4272-b418-039a452f02c6,C0001004416,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,44a59966-f508-4dac-9e73-fcbf363d2f40,2.5,2,2,2,2,2,"Definitely not worth the price we paid. Room was clean but could use some updates. Noise from hallway was constant and disruptive. Unfortunately, we experienced neighbor noise during our stay. Would not recommend based on our experience.",2019-07-08,2019-07-08 00:00:00,Other,CHECKED_OUT,0.48,16,19,35,somewhat_helpful,False,,,,neutral,237,Verified,Business,2019-07-08 00:00:00,2019-07-08 00:22:00
97530225-c4b8-4357-a750-22ab0862cf70,fdd46714-ec3b-49b3-b93c-dbf9ed169ff0,C0001002130,d9351079-2735-48d4-806a-036feb20d510,4db794d1-7639-4c6a-af6d-0f5777921016,5.0,5,5,5,5,5,Would definitely return for the price and quality. Outstanding service from check-in to check-out. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-11-25,2019-11-25 00:00:00,Booking.com,CHECKED_OUT,0.52,9,9,18,somewhat_helpful,False,,,,positive,185,Verified,Business,2019-11-25 00:00:00,2019-11-25 00:15:00
2376c2d6-28d9-4eec-9ef6-3e8504c1ab8c,662112b5-bb3b-49f0-9ffa-dc3a09e79b0f,C0001002678,2698433a-0c7a-410f-a90f-f5d2f51f7243,cd2d04f1-86fa-4dcc-ba88-f18b15f86301,5.0,5,5,5,5,5,Perfectly comfortable for both work and relaxation. Great value compared to other hotels in the area. The staff went above and beyond to make our stay perfect. Already planning our next visit. Would recommend to friends and family.,2019-07-03,2019-07-03 00:00:00,Agoda,CHECKED_OUT,1.0,29,0,29,very_helpful,False,,,,positive,231,Unverified,Business,2019-07-03 00:00:00,2019-07-03 00:29:00
bfb5e31b-ec2e-45a2-8245-03d163e8dc5d,2d70b6b3-4d4e-4343-be8c-890ed2eaf8b1,C0001003064,82958c98-18a5-4f9a-9695-04f292b4abb2,8e3cf243-49b4-4b35-84bb-ebf7cf9da6f0,2.5,2,2,2,2,2,Decent value but could be better. Terrible location choice for our needs. Would not recommend based on our experience.,2019-03-28,2019-03-28 00:00:00,TripAdvisor,NO_SHOW,0.1,4,42,46,not_helpful,True,2019-03-30,We're sorry to hear about your experience. We'd like to make things right - please contact our guest relations team.,Hotel Manager,positive,118,Verified,Leisure,2019-03-28 00:00:00,2019-03-28 00:19:00
b171230b-90be-488b-9e3c-520282a77a81,f1eaad25-bc7c-4a2f-aee8-51e7cc8fcf7a,C0001001722,558507fd-547a-4b3d-a9a7-d15f573034fe,dc0af44a-06d3-4ec9-b38d-e1b7f7db6593,3.5,3,3,3,3,4,Generally clean with a few minor issues. Comfort was reasonable for what we needed. Might consider returning if improvements are made.,2019-09-19,2019-09-19 00:00:00,Expedia,CHECKED_OUT,0.7,16,7,23,helpful,False,,,,positive,134,Verified,Business,2019-09-19 00:00:00,2019-09-19 00:22:00
d31edde5-d24f-4389-99ce-a246340cb012,cddfef17-c60b-44a3-bab1-de9ca10fe88b,C0001001029,71d501b8-dc26-48e3-820c-40ec6a01592e,71acabb9-eed2-47f5-9741-4e52934314c9,1.0,1,1,1,1,1,"Definitely not worth the price we paid. Noise from hallway was constant and disruptive. Unfortunately, we experienced mistakes during our stay. Would not recommend based on our experience.",2019-03-23,2019-03-23 00:00:00,Hotel Website,CANCELLED,0.9099999999999999,44,5,49,helpful,False,,,,negative,188,Verified,Leisure,2019-03-23 00:00:00,2019-03-23 00:38:00
b5106e45-ffab-4234-8f7b-bdd75fdcab42,17eb3bec-0471-406a-9542-34f5bfd6f45e,C0001000322,2698433a-0c7a-410f-a90f-f5d2f51f7243,1a8cb054-aef0-4340-a880-9ea20e9cd85e,1.0,1,1,1,1,1,"Terrible location choice for our needs. Staff seemed indifferent and unhelpful. The room wasn't properly cleaned before our arrival. Unfortunately, we experienced uncomfortable bed during our stay. Would not recommend based on our experience.",2019-09-08,2019-09-08 00:00:00,Booking.com,NO_SHOW,1.0,3,0,3,helpful,False,,,,negative,242,Unverified,Leisure,2019-09-08 00:00:00,2019-09-08 00:12:00
1f209402-ccae-4413-affd-dd6101eacb45,ad7947d8-1fbb-4992-a39c-5a4d73732d87,C0001003259,2698433a-0c7a-410f-a90f-f5d2f51f7243,cef6c2a1-c731-4c66-aedb-23873b60c0e9,5.0,5,5,5,5,5,Very comfortable room with perfect temperature control. Conveniently located close to attractions and transportation. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-08-20,2019-08-20 00:00:00,TripAdvisor,CHECKED_OUT,0.624,4,4,8,somewhat_helpful,False,,,,positive,204,Unverified,Leisure,2019-08-20 00:00:00,2019-08-20 00:27:00
67269eaa-438d-49fa-8682-d4634f82282d,793bd931-0a1c-4bee-aa04-2e117716179d,C0001000618,82958c98-18a5-4f9a-9695-04f292b4abb2,b6aa2b3a-097f-4619-82f6-ca3f808f5f30,4.5,4,4,4,4,4,Impeccably clean with attention to every detail. Excellent value for the quality provided. Exceeded all our expectations. Would recommend to friends and family.,2019-10-03,2019-10-03 00:00:00,TripAdvisor,CHECKED_OUT,0.1,4,41,45,not_helpful,False,,,,positive,160,Verified,Business,2019-10-03 00:00:00,2019-10-03 00:21:00
3800ebc8-f4fb-4dbb-86dc-3b65ec69bb05,cfe15ca9-a577-40cb-98af-e4d397881e11,C0001004312,1ef1ff2b-5d99-4f4f-b516-95556b570964,fe8b8048-647c-437e-b1c6-5f51071f4267,5.0,5,4,5,4,4,Impeccably clean with attention to every detail. Worth every penny for the experience we had. The bed was incredibly comfortable and we slept great. Exceeded all our expectations. Would recommend to friends and family.,2019-08-05,2019-08-05 00:00:00,Hotel Website,CHECKED_OUT,0.156,4,27,31,not_helpful,False,,,,positive,218,Verified,Business,2019-08-05 00:00:00,2019-08-05 00:27:00
82b258ba-b1ef-4f90-a6d6-4b934bbd8f73,e623d2cb-d13f-4bec-af5b-db96eb8bb339,C0001000881,1f052317-a69e-443c-970a-d0ce7fdfee16,ce154b21-97d6-4ce1-8c09-41d1e2dfabe6,4.5,5,5,4,5,5,Loved the area - felt safe and had great views. Exceptionally friendly and helpful staff at every turn. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-03-16,2019-03-16 00:00:00,TripAdvisor,CHECKED_OUT,0.4,9,14,23,somewhat_helpful,False,,,,positive,190,Verified,Business,2019-03-16 00:00:00,2019-03-16 00:15:00
5ba7958a-3a26-412e-9a64-1032746bb7e9,e1eb2851-4856-4dc9-8c3d-b2d0b12a5136,C0001003225,15169fca-5f59-4bd3-8909-6ae505821ea0,92b57b76-b127-4672-90d0-5fa59f04478f,2.5,1,1,2,2,1,"The room was spotless and very well maintained. Room temperature was impossible to regulate. Poor value compared to alternatives. Unfortunately, we experienced delays during our stay. Would not recommend based on our experience.",2019-03-18,2019-03-18 00:00:00,Hotel Website,CHECKED_OUT,0.48,9,10,19,somewhat_helpful,True,2019-03-21,We sincerely apologize for not meeting your expectations. Please contact our manager to discuss your concerns.,General Manager,neutral,228,Unverified,Leisure,2019-03-18 00:00:00,2019-03-18 00:37:00
880edb03-278a-486e-8fbb-83a1072017c2,5caf9209-e32d-4ff0-99ea-cf14c542e14b,C0001003212,cc3acdad-11d2-445b-97ab-817695d9c105,dc3e7ecb-5038-456d-9303-97abaaabcfed,4.5,5,4,4,4,4,Would definitely return for the price and quality. Perfect base for exploring the city. The room was cozy and had everything we needed. Already planning our next visit. Would recommend to friends and family.,2019-03-03,2019-03-03 00:00:00,Hotel Website,CHECKED_OUT,0.48,15,18,33,somewhat_helpful,False,,,,positive,207,Unverified,Leisure,2019-03-03 00:00:00,2019-03-03 00:35:00
33c0c843-632e-4a97-b474-83cad579c3cf,dd30611d-921a-4530-8a2a-e18af89e2ea3,C0001000781,f86b921c-ec95-46d3-9613-0c7ef41988dd,441f02c1-2d4a-4c9d-984e-e470c37d9fd2,2.5,1,3,1,2,1,Overpriced for the quality provided. Housekeeping missed several spots during cleaning. Would not recommend based on our experience.,2019-10-17,2019-10-17 00:00:00,Booking.com,CHECKED_OUT,0.9,35,4,39,very_helpful,True,2019-10-19,We sincerely apologize for not meeting your expectations. Please contact our manager to discuss your concerns.,General Manager,negative,132,Verified,Leisure,2019-10-17 00:00:00,2019-10-17 00:09:00
6bd03ba1-2725-4932-a7f5-a68bc79c0675,f1ef2afb-5a98-4374-8aee-10eae0539d4c,C0001004371,93f89bf5-e5f1-4f68-8656-09f7162e8235,14c53b4b-846d-4b65-8ede-2de2da1a86c3,4.5,4,4,5,4,4,The room was spotless and very well maintained. Very comfortable room with perfect temperature control. One of our best hotel experiences ever. Would recommend to friends and family.,2020-01-07,2020-01-07 00:00:00,Expedia,CHECKED_OUT,0.4,10,16,26,somewhat_helpful,False,,,,positive,182,Unverified,Leisure,2020-01-07 00:00:00,2020-01-07 00:01:00
addbd9fd-1372-4eda-87ad-03dfa6772aeb,ba221061-4a90-44e5-a865-b6ce8791eb6a,C0001001811,3ecfc097-5a1c-4e7a-af27-4c9d1640128e,375b0fbf-54de-47b4-970a-fe8dc7a79503,4.5,4,4,4,4,4,Perfectly comfortable for both work and relaxation. Acceptable cleanliness for a short stay. Highly recommended to anyone visiting the area.,2019-06-13,2019-06-13 00:00:00,Booking.com,CHECKED_OUT,0.1,0,6,6,not_helpful,False,,,,positive,140,Unverified,Family,2019-06-13 00:00:00,2019-06-13 00:51:00
b51bd211-143f-4ce2-8062-3c8106d5a7cf,87f7cd58-36bf-4df3-820e-ebdccad45c0c,C0001003912,1ef1ff2b-5d99-4f4f-b516-95556b570964,9053cd90-293e-4f8e-afea-b18c6b0f59fd,3.5,4,4,4,3,4,Decent location for our business needs. Worth every penny for the experience we had. Generally clean with a few minor issues. Might consider returning if improvements are made.,2019-11-09,2019-11-09 00:00:00,Google Reviews,CHECKED_OUT,0.1,0,4,4,not_helpful,False,,,,positive,176,Verified,Leisure,2019-11-09 00:00:00,2019-11-09 00:26:00
87788284-e1b6-4a37-bc3d-6bd98a225e29,d87bc881-e15d-420c-a07d-684323d8cee6,C0001001142,1ef1ff2b-5d99-4f4f-b516-95556b570964,4c58356f-05fd-4671-b0ac-4c842e3dd485,2.0,2,1,2,2,2,"Impeccably clean with attention to every detail. Outstanding service from check-in to check-out. Unfortunately, we experienced stains during our stay. Would not recommend based on our experience.",2019-03-10,2019-03-10 00:00:00,TripAdvisor,CHECKED_OUT,0.7,12,6,18,helpful,False,,,,negative,195,Verified,Business,2019-03-10 00:00:00,2019-03-10 00:27:00
073179e0-3648-4e5a-b689-8e902c905b7c,aab5d813-62f3-4c51-8e09-4f1c6247da57,C0001000958,5f1314ae-58f3-4493-be83-66232a7424b4,a37d3602-9976-4eba-9e84-c3c8300149d0,4.5,5,4,4,4,5,Perfect location with easy access to everything. Worth every penny for the experience we had. We will definitely be returning! Would recommend to friends and family.,2019-06-12,2019-06-12 00:00:00,Booking.com,CHECKED_OUT,0.1,4,42,46,not_helpful,False,,,,positive,165,Verified,Business,2019-06-12 00:00:00,2019-06-12 00:15:00
427c7b58-3d4e-426a-bfb1-b2617ab37cff,022b5d5c-c22e-4cf8-be26-1ddfcb2d903f,C0001003632,5b08fb70-0e9e-4581-9704-6f2ad41af4da,ece99581-fbf5-4043-bc57-6ebd6ca5abd7,5.0,5,5,5,5,5,The cleanliness was outstanding throughout our stay. The staff went above and beyond to make our stay perfect. We will definitely be returning! Would recommend to friends and family.,2019-08-26,2019-08-26 00:00:00,Booking.com,CHECKED_OUT,0.9099999999999999,22,3,25,helpful,False,,,,positive,182,Unverified,Couple,2019-08-26 00:00:00,2019-08-26 00:08:00
7a3ddb88-a79b-483d-96c8-dbc60630401e,61b0eb46-1523-4ef6-849c-54d5cb4836da,C0001003741,82958c98-18a5-4f9a-9695-04f292b4abb2,489cbd0c-bb2c-4dba-85f9-cee123ac5e51,4.5,5,5,5,4,4,One of the cleanest hotels I've ever stayed at. Staff made us feel like VIPs throughout our stay. We will definitely be returning! Would recommend to friends and family.,2019-09-28,2019-09-28 00:00:00,Expedia,CHECKED_OUT,0.1,4,43,47,not_helpful,False,,,,positive,169,Verified,Family,2019-09-28 00:00:00,2019-09-28 00:15:00
83677202-329f-4684-80ca-014ec99809c0,906ffa31-f218-4d35-9dfb-ae942cc92426,C0001003864,1ef1ff2b-5d99-4f4f-b516-95556b570964,54bf13ee-1c79-4433-82f2-6c2970964917,5.0,5,5,5,5,5,The staff went above and beyond to make our stay perfect. Great neighborhood with plenty of dining options nearby. Loved the comfortable bedding and peaceful atmosphere. Already planning our next visit. Would recommend to friends and family.,2020-01-03,2020-01-03 00:00:00,TripAdvisor,CHECKED_OUT,0.624,26,17,43,somewhat_helpful,False,,,,positive,241,Verified,Business,2020-01-03 00:00:00,2020-01-03 00:52:00
8d1a7f41-c034-4b16-8992-98e3b17d5508,14019ae2-0961-4c4a-ab35-774441e2b5ce,C0001002626,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,a1414b20-0c73-4e12-9e3f-0d04d99e8e07,2.5,2,2,2,3,2,Room temperature was impossible to regulate. The room was clean for the most part.,2019-11-12,2019-11-12 00:00:00,Expedia,CHECKED_OUT,0.1,3,33,36,not_helpful,False,,,,positive,82,Unverified,Leisure,2019-11-12 00:00:00,2019-11-12 00:57:00
9a403074-dcc7-4500-ad65-598f626adb11,b771ad2d-5821-4c2a-967a-1d7763c8d843,C0001001617,1ef1ff2b-5d99-4f4f-b516-95556b570964,1df72057-344a-4cde-8598-d49c1b2130bd,4.5,4,4,4,4,4,Loved the area - felt safe and had great views. Staff made us feel like VIPs throughout our stay. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-04-04,2019-04-04 00:00:00,Booking.com,CHECKED_OUT,0.4,5,8,13,somewhat_helpful,False,,,,neutral,184,Verified,Family,2019-04-04 00:00:00,2019-04-04 00:58:00
e9ef5f10-c5f9-42a0-98d0-9b1891e3dbc5,4526c27b-6fe2-4c7e-baa2-2298ec4c08a9,C0001004114,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,1f3ce214-d5e2-4de9-86e2-55438b82ed4f,5.0,5,5,5,5,5,Staff made us feel like VIPs throughout our stay. Perfectly comfortable for both work and relaxation. Already planning our next visit. Would recommend to friends and family.,2019-06-18,2019-06-18 00:00:00,Agoda,CHECKED_OUT,0.9099999999999999,19,2,21,helpful,False,,,,positive,173,Verified,Family,2019-06-18 00:00:00,2019-06-18 00:54:00
ec538625-c74a-4170-a9e1-3689e48434d4,a2ce145d-3ed3-49a1-8a0c-6c7a88ef7e1b,C0001000747,940ab2e0-4917-43dc-88de-5c1e52f01349,ddc54966-4d4d-4f4d-8a7c-fbc0375eb5e0,1.5,1,2,1,1,1,Housekeeping missed several spots during cleaning. Terrible location choice for our needs. Would not recommend based on our experience.,2019-07-09,2019-07-09 00:00:00,Agoda,NO_SHOW,0.1,0,3,3,not_helpful,False,,,,negative,135,Verified,Leisure,2019-07-09 00:00:00,2019-07-09 00:51:00
8bb534b9-7133-4b2d-87fc-1be00d1490de,1bbecb55-4c72-4dca-a4db-83141760575d,C0001000260,8ec63e15-9beb-4b53-bef8-eabde12f3b69,44f1f7ea-ec42-4fcf-83c7-7766ac0f735c,4.5,4,4,4,4,4,Staff made us feel like VIPs throughout our stay. Worth every penny for the experience we had. The cleanliness was outstanding throughout our stay. Already planning our next visit.,2020-01-05,2020-01-05 00:00:00,Agoda,NO_SHOW,0.1,3,27,30,not_helpful,False,,,,positive,180,Unverified,Family,2020-01-05 00:00:00,2020-01-05 00:27:00
135616f3-6786-4424-a7d8-446ce818ea26,d5065ac0-e8c4-466b-807c-106b8d29ad03,C0001004045,5a9e196b-0b2e-4885-b4a5-6e0ca34a447f,5771989a-7ebb-40f0-a765-bf982f53feea,5.0,5,5,5,5,5,Outstanding service from check-in to check-out. Excellent value for the quality provided. One of our best hotel experiences ever. Would recommend to friends and family.,2019-06-23,2019-06-23 00:00:00,Expedia,CHECKED_OUT,0.52,5,6,11,somewhat_helpful,False,,,,positive,168,Unverified,Leisure,2019-06-23 00:00:00,2019-06-23 00:50:00
31942213-b5bb-4d17-a17b-3e8bc8582d72,c15a9820-3695-4e20-9832-9c7ce260ba44,C0001002486,5a9e196b-0b2e-4885-b4a5-6e0ca34a447f,047d94b9-e3e8-42b5-b28d-5ffa1d3c8d7e,4.5,5,5,5,4,5,Would definitely return for the price and quality. The bed was incredibly comfortable and we slept great. Staff made us feel like VIPs throughout our stay. Exceeded all our expectations.,2019-08-30,2019-08-30 00:00:00,Hotel Website,CHECKED_OUT,0.4,3,5,8,somewhat_helpful,False,,,,positive,186,Verified,Leisure,2019-08-30 00:00:00,2019-08-30 00:24:00
c4bc82dc-abb8-4caa-a30b-058ee8bd3d82,8db2cfed-ec2f-440b-92f9-b9eba802aabd,C0001002193,15169fca-5f59-4bd3-8909-6ae505821ea0,474c028c-5395-4e07-9fbd-7f5aa83892cb,4.0,4,4,3,2,3,"Value was average for this type of hotel. Constant traffic noise made it hard to sleep. Unfortunately, we experienced neighbor noise during our stay. Would recommend to friends and family.",2019-08-25,2019-08-25 00:00:00,Booking.com,CHECKED_OUT,0.9,0,0,0,very_helpful,False,,,,positive,188,Verified,Leisure,2019-08-25 00:00:00,2019-08-25 00:23:00
7ff4580d-bbf3-4cad-8ac6-80737338bc94,c3a7fe0e-1064-4fc2-8c64-2bf6ed5d0a02,C0001000735,d9351079-2735-48d4-806a-036feb20d510,1419932a-e3c8-48dc-bcbf-62b9dba79101,4.5,4,4,4,4,4,Great value compared to other hotels in the area. Service was adequate but nothing exceptional. We will definitely be returning! Would recommend to friends and family.,2019-10-18,2019-10-18 00:00:00,TripAdvisor,CHECKED_OUT,0.4,8,13,21,somewhat_helpful,False,,,,positive,167,Verified,Leisure,2019-10-18 00:00:00,2019-10-18 00:54:00
71b988e8-1b5c-489e-ac9a-a33699ad7123,3c8b9781-7d30-4bae-b37a-0a2270bdf582,C0001002970,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,e5b90843-3ec9-4ec0-b18d-451f9e929ea2,4.5,5,4,5,5,5,Outstanding service from check-in to check-out. The room was cozy and had everything we needed. One of our best hotel experiences ever. Would recommend to friends and family.,2019-07-30,2019-07-30 00:00:00,TripAdvisor,CHECKED_OUT,0.1,2,21,23,not_helpful,True,2019-08-02,Thank you for your wonderful feedback! We're delighted you enjoyed your stay.,General Manager,positive,174,Verified,Business,2019-07-30 00:00:00,2019-07-30 00:01:00
2c8174df-1652-4433-ae55-7832e70a4418,939dc7e7-c2c7-47d8-adbb-bd9c7c6bc0d6,C0001002132,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,0e708380-6dc9-42bc-873e-d4eb1ef0ebb9,2.0,1,1,1,2,1,"Terrible location choice for our needs. Definitely not worth the price we paid. Service was slow and unprofessional. Unfortunately, we experienced old furniture during our stay. Would not recommend based on our experience.",2019-12-27,2019-12-27 00:00:00,Expedia,CHECKED_OUT,0.12,4,30,34,not_helpful,False,,,,negative,222,Unverified,Business,2019-12-27 00:00:00,2019-12-27 00:15:00
a1609e7f-57e3-43d6-a5e3-347c8a0dd955,d5236751-3cbb-4297-8e4c-3590ea8cf80c,C0001001485,3ecfc097-5a1c-4e7a-af27-4c9d1640128e,50dfaf0f-b6ff-4e08-9dfd-e7be8ab4fc77,5.0,5,5,5,5,5,Excellent value for the quality provided. Housekeeping did an excellent job keeping everything tidy. Already planning our next visit. Would recommend to friends and family.,2019-03-21,2019-03-21 00:00:00,Expedia,CHECKED_OUT,0.52,9,10,19,somewhat_helpful,False,,,,positive,172,Unverified,Business,2019-03-21 00:00:00,2019-03-21 00:25:00
418d0d13-5f91-4fdd-a185-a96b7b9599a4,8ee68c4d-35c2-4ad7-b07f-e7c363432ae1,C0001002277,1f54f7fa-2970-49c4-802b-105de2e71374,8aa3ca75-53ba-4d7b-834a-287c4bd4fc53,3.0,3,3,4,3,3,Location worked for our purposes. Housekeeping did an excellent job keeping everything tidy. Great value compared to other hotels in the area. Might consider returning if improvements are made.,2019-10-30,2019-10-30 00:00:00,Booking.com,CHECKED_OUT,0.1,3,28,31,not_helpful,False,,,,neutral,193,Verified,Family,2019-10-30 00:00:00,2019-10-30 00:54:00
1b0ab674-3954-4cf2-be8a-e8d9a0479ee7,5abfd5cb-fb30-48be-bef3-0700edfd02cf,C0001003362,5f1314ae-58f3-4493-be83-66232a7424b4,646b5598-8b43-4808-9230-2a0dd30b657d,3.0,3,3,1,1,1,The bed was uncomfortable and we had trouble sleeping. Housekeeping did an excellent job keeping everything tidy. Might consider returning if improvements are made.,2019-06-28,2019-06-28 00:00:00,Agoda,CHECKED_OUT,0.7,25,12,37,helpful,False,,,,neutral,164,Verified,Business,2019-06-28 00:00:00,2019-06-28 00:46:00
c6a32f54-2a9f-4204-8fc3-84758d3f5e4e,e0336c96-37f0-454b-a72f-ab72fd029331,C0001004114,8ec63e15-9beb-4b53-bef8-eabde12f3b69,3dc6092c-0115-4a5d-8aa5-56236f2284c8,3.5,2,4,1,1,1,Poor value compared to alternatives. Found stains and dust in several areas. Might consider returning if improvements are made.,2019-07-21,2019-07-21 00:00:00,Google Reviews,CHECKED_OUT,0.1,0,7,7,not_helpful,False,,,,positive,127,Unverified,Business,2019-07-21 00:00:00,2019-07-21 00:41:00
990a632c-3da5-4408-857b-b7617518a7f3,1ee5ca2b-f594-4b1b-9936-4eb770d251e5,C0001003634,d9351079-2735-48d4-806a-036feb20d510,523575db-80c0-493d-9832-d7882062cd51,5.0,5,5,4,5,5,Worth every penny for the experience we had. Exceptionally friendly and helpful staff at every turn. Already planning our next visit.,2019-05-29,2019-05-29 00:00:00,Booking.com,CHECKED_OUT,0.52,17,17,34,somewhat_helpful,False,,,,positive,133,Verified,Couple,2019-05-29 00:00:00,2019-05-29 00:52:00
3e637df8-3aeb-4c02-9468-96b5e254946a,d534561d-85d7-4172-b2ca-0a8664501cb6,C0001002016,15169fca-5f59-4bd3-8909-6ae505821ea0,ba56a49e-c17b-4470-9782-b65335125627,5.0,5,5,5,5,5,The concierge was incredibly knowledgeable and helpful. Perfect base for exploring the city. Highly recommended to anyone visiting the area.,2019-09-28,2019-09-28 00:00:00,Google Reviews,CHECKED_OUT,1.0,40,0,40,very_helpful,False,,,,positive,140,Unverified,Family,2019-09-28 00:00:00,2019-09-28 00:19:00
d930b1a8-fef7-46f0-b8eb-28172829ab88,f50d091f-5823-402c-83a3-57616f46c5e0,C0001000345,15169fca-5f59-4bd3-8909-6ae505821ea0,82207d5c-d293-48da-819a-5a6d7d68f5b2,1.0,1,1,1,1,1,"Service was slow and unprofessional. Bathroom cleanliness was below standards. Unfortunately, we experienced mistakes during our stay. Would not recommend based on our experience.",2019-11-12,2019-11-12 00:00:00,Booking.com,CANCELLED,0.9099999999999999,39,4,43,helpful,False,,,,negative,179,Verified,Leisure,2019-11-12 00:00:00,2019-11-12 00:39:00
338d379d-ebc1-4d58-933c-e9eb08cd7326,8f9f962a-9a65-4c88-9b56-6e793ee82bc3,C0001000040,558507fd-547a-4b3d-a9a7-d15f573034fe,38b3e0f4-f2a6-422d-86fc-0716e546982d,2.5,3,1,2,2,1,"Impeccably clean with attention to every detail. Very comfortable room with perfect temperature control. Unfortunately, we experienced street noise during our stay. Would not recommend based on our experience.",2019-06-09,2019-06-09 00:00:00,Other,CANCELLED,0.12,4,35,39,not_helpful,False,,,,negative,209,Verified,Leisure,2019-06-09 00:00:00,2019-06-09 00:21:00
63bea3ae-d9fe-4ec1-96f8-64dcec9cd92b,3f4e5941-7d78-4ab5-9c4e-0fd6f1afa782,C0001003742,5a9e196b-0b2e-4885-b4a5-6e0ca34a447f,27c097ba-1f06-477f-bfba-de11cc212f3b,2.0,1,1,2,1,1,The cleanliness was outstanding throughout our stay. Very uncomfortable stay overall. Would not recommend based on our experience.,2019-08-10,2019-08-10 00:00:00,Hotel Website,CHECKED_OUT,0.7,3,2,5,helpful,False,,,,negative,130,Verified,Couple,2019-08-10 00:00:00,2019-08-10 00:58:00
dbd5df2a-84e7-4c6a-b90f-cc62f5786a66,31f8e5c7-bec9-4281-91a4-babea560020c,C0001004236,5f1314ae-58f3-4493-be83-66232a7424b4,21f296c1-a101-43e6-bd65-02ea34b9e5f1,5.0,5,5,4,5,5,Worth every penny for the experience we had. The bed was incredibly comfortable and we slept great. Loved the area - felt safe and had great views. Exceeded all our expectations. Would recommend to friends and family.,2019-07-14,2019-07-14 00:00:00,Hotel Website,CHECKED_OUT,0.624,13,9,22,somewhat_helpful,False,,,,positive,217,Unverified,Family,2019-07-14 00:00:00,2019-07-14 00:14:00
